Plate	Owner	Experiment	Genotype	Ref	Empty.Wells	Plate.Date	Plate..	Sort.Date	Production.Date	Internal.Index	External.Index	QC1	QC2	delta_CT	Libprep.Cycles	Conc...ng.ul.	Evarage.size..bp.	Sequencing.Dates	Comment	X	Last.sequensing.date	Amp.Batch.ID	Seq.Batch.ID	Batch.Set.ID	external	seq_runs	seq_batch
190710_175	yoraz	Wildtype project	ICR E7.5-E8.15	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	07/04/2019	175	07/10/2019	7/16/2019	12	1F	24.8	19	5.8	2+13	12.5	349	190728|190801|190808|190908|191003			191003	190710_175	190728|190801|190808|190908|191003	190710_175	1F	190728|190801|190808|190908|191003	190728_190801_190808_190908_191003_1F
190710_176	yoraz	Wildtype project	ICR E7.5-E8.15	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24		176	07/10/2019	7/16/2019	15	1E	NA	NA	NA		3.8	337	190728|190801|190808|190908			190808	190710_176	190728|190801|190808|190908	190710_176	1E	190728|190801|190808|190908	190728_190801_190808_190908_1E
20191217_ICR_e7.5_p1	Yoav	Wildtype project	early morning ICR e7.5	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	12/01/2019	#1039	17/12/2019	12/22/2019	9	4C	24.7	20.2	4.4	2+11	9	374	191231|200113	"m1e1, m1e4"		200113	20191217_ICR_e7.5_p1	191231|200113	20191217_ICR_e7.5_p1	4C	191231|200113	191231_200113_4C
20191217_ICR_e7.5_p10	Yoav	Wildtype project	early morning ICR e7.5	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	12/01/2019	1027	17/12/2019	12/23/2019	2	4B	25	19.4	5.6	2+11	12.2	434	191231|200113	"m1e14cont, m1e13"		200113	20191217_ICR_e7.5_p10	191231|200113	20191217_ICR_e7.5_p10	4B	191231|200113	191231_200113_4B
20191217_ICR_e7.5_p11	Yoav	Wildtype project	early morning ICR e7.5	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	12/01/2019	1026	17/12/2019	12/23/2019	3	4B	24.9	18.9	6	2+11	51.2	333	191231|200113	m1e13cont		200113	20191217_ICR_e7.5_p11	191231|200113	20191217_ICR_e7.5_p11	4B	191231|200113	191231_200113_4B
20191217_ICR_e7.5_p12	Yoav	Wildtype project	early morning ICR e7.5	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	12/01/2019	1023	17/12/2019	12/23/2019	4	4B	24.8	18.5	6.3	2+11	50	482	191231|200113	m2e1		200113	20191217_ICR_e7.5_p12	191231|200113	20191217_ICR_e7.5_p12	4B	191231|200113	191231_200113_4B
20191217_ICR_e7.5_p13	Yoav	Wildtype project	early morning ICR e7.5	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	12/01/2019	1022	17/12/2019	12/23/2019	5	4C	26.3	20.3	6	2+11	24.8	515	191231|200113	"m2e1cont, m2e2"		200113	20191217_ICR_e7.5_p13	191231|200113	20191217_ICR_e7.5_p13	4C	191231|200113	191231_200113_4C
20191217_ICR_e7.5_p14	Yoav	Wildtype project	early morning ICR e7.5	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	12/01/2019	1021	17/12/2019	12/23/2019	6	4C	25	18.5	6.5	2+11	57.4	479	191231|200113	"m2e2cont, m2e4"		200113	20191217_ICR_e7.5_p14	191231|200113	20191217_ICR_e7.5_p14	4C	191231|200113	191231_200113_4C
20191217_ICR_e7.5_p15	Yoav	Wildtype project	early morning ICR e7.5	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	12/01/2019	1019	17/12/2019	12/23/2019	7	4C	25.2	20.3	4.8	2+11	7.42	495	191231|200113	"m2e4cont, m2e6"		200113	20191217_ICR_e7.5_p15	191231|200113	20191217_ICR_e7.5_p15	4C	191231|200113	191231_200113_4C
20191217_ICR_e7.5_p16	Yoav	Wildtype project	early morning ICR e7.5	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	12/01/2019	1018	17/12/2019	12/23/2019	8	4C	25.3	19.2	6.1	2+11	15.5	462	191231|200113	m2e6cont		200113	20191217_ICR_e7.5_p16	191231|200113	20191217_ICR_e7.5_p16	4C	191231|200113	191231_200113_4C
20191217_ICR_e7.5_p2	Yoav	Wildtype project	early morning ICR e7.5	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	12/01/2019	1037	17/12/2019	12/22/2019	10	4C	25.3	19.2	6.1	2+11	22.2	405	191231|200113	"m1e4cont, m1e5 (labeled m1e4cont_002!!!)"		200113	20191217_ICR_e7.5_p2	191231|200113	20191217_ICR_e7.5_p2	4C	191231|200113	191231_200113_4C
20191217_ICR_e7.5_p3	Yoav	Wildtype project	early morning ICR e7.5	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	12/01/2019	1036	17/12/2019	12/22/2019	11	4C	26.2	20.6	5.6	2+11	18.7	482	191231|200113	m1e5cont		200113	20191217_ICR_e7.5_p3	191231|200113	20191217_ICR_e7.5_p3	4C	191231|200113	191231_200113_4C
20191217_ICR_e7.5_p4	Yoav	Wildtype project	early morning ICR e7.5	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	12/01/2019	1035	17/12/2019	12/22/2019	12	4C	24.4	18.5	5.9	2+11	54.4	444	191231|200113	m1e7		200113	20191217_ICR_e7.5_p4	191231|200113	20191217_ICR_e7.5_p4	4C	191231|200113	191231_200113_4C
20191217_ICR_e7.5_p5	Yoav	Wildtype project	early morning ICR e7.5	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	12/01/2019	1032	17/12/2019	12/22/2019	13	4A	24.9	19.7	5.2	2+11	15.3	359	191231|200113	"m1e7cont, m1e10"		200113	20191217_ICR_e7.5_p5	191231|200113	20191217_ICR_e7.5_p5	4A	191231|200113	191231_200113_4A
20191217_ICR_e7.5_p6	Yoav	Wildtype project	early morning ICR e7.5	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	12/01/2019	1033	17/12/2019	12/22/2019	14	4A	24.6	17.2	7.4	2+11	56.8	503	191231|200113	"m1e10cont, m1e9"		200113	20191217_ICR_e7.5_p6	191231|200113	20191217_ICR_e7.5_p6	4A	191231|200113	191231_200113_4A
20191217_ICR_e7.5_p7	Yoav	Wildtype project	early morning ICR e7.5	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	12/01/2019	1030	17/12/2019	12/22/2019	15	4A	24.6	19.2	5.3	2+11	12.4	435	191231|200113	m1e9cont		200113	20191217_ICR_e7.5_p7	191231|200113	20191217_ICR_e7.5_p7	4A	191231|200113	191231_200113_4A
20191217_ICR_e7.5_p8	Yoav	Wildtype project	early morning ICR e7.5	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	12/01/2019	1029	17/12/2019	12/22/2019	16	4A	24.4	18.4	6	2+11	28.6	424	191231|200113	m1e12		200113	20191217_ICR_e7.5_p8	191231|200113	20191217_ICR_e7.5_p8	4A	191231|200113	191231_200113_4A
20191217_ICR_e7.5_p9	Yoav	Wildtype project	early morning ICR e7.5	mm10	C1 C2 D1 D2 J6 J7 K6 K7 O23 O24 P23 P24	12/01/2019	1028	17/12/2019	12/23/2019	1	4B	24.7	20.3	4.5	2+11	8.14	433	191231|200113	"m1e12cont, m1e14"		200113	20191217_ICR_e7.5_p9	191231|200113	20191217_ICR_e7.5_p9	4B	191231|200113	191231_200113_4B
